year,plan_id,plan_name,location,iso,sector_id,sector,metric_name,metric_id,value,category_id,category_name,description,source,type,revisedRequirements,gdp_defl,requirements_defl
2020,870,Sudan 2020,Sudan,SDN,0,Total,Targeted,target,8750000,Total,Total,Total of COVID & Non-COVID,,Humanitarian response plan,1633403129,1,1633403129
2020,870,Sudan 2020,Sudan,SDN,0,Total,Expected Reach,expectedReach,8800000,Total,Total,Estimate,GHO 2020,Humanitarian response plan,1633403129,1,1633403129
2020,906,Bangladesh: 2020 Joint Response Plan for Rohingya Humanitarian Crisis (January-December),Bangladesh,BGD,0,Total,In Need,inNeed,1809000,Total,Total,Bangladesh 2020 plan,GHO 2020,Regional response plan,1058092856,1,1058092856
2020,906,Bangladesh: 2020 Joint Response Plan for Rohingya Humanitarian Crisis (January-December),Bangladesh,BGD,0,Total,Targeted,target,1809000,Total,Total,Bangladesh 2020 plan,GHO 2020,Regional response plan,1058092856,1,1058092856
2020,907,Chad 2020,Chad,TCD,0,Total,Dans le besoin,inNeed,6400000,Total,Total,Chad Plan Caseload,"HNO 2020, HRP révisé 2020",Humanitarian response plan,664641160,1,664641160
2020,907,Chad 2020,Chad,TCD,0,Total,Ciblées,target,3800000,Total,Total,Chad Plan Caseload,"HNO 2020, HRP révisé 2020",Humanitarian response plan,664641160,1,664641160
2020,907,Chad 2020,Chad,TCD,0,Total,Atteintes Attendues,expectedReach,2200000,Total,Total,Chad Plan Caseload,"HNO 2020, HRP révisé 2020",Humanitarian response plan,664641160,1,664641160
2020,908,Niger 2020,Niger,NER,0,Total,Dans le besoin,inNeed,3700000,Total,Total,COVID-19,COVID-19,Humanitarian response plan,516074957,1,516074957
2020,908,Niger 2020,Niger,NER,0,Total,Ciblées,target,3e+06,Total,Total,COVID-19,COVID-19,Humanitarian response plan,516074957,1,516074957
2020,908,Niger 2020,Niger,NER,0,Total,Atteintes Attendues,expectedReach,1070000,Total,Total,Niger Plan Caseload,GHO 2020,Humanitarian response plan,516074957,1,516074957
2020,913,Mali 2020,Mali,MLI,0,Total,Dans le besoin,inNeed,6807194,Total,Total,Mali Plan Caseload Estimate,GHO 2020,Humanitarian response plan,474292180,1,474292180
2020,913,Mali 2020,Mali,MLI,0,Total,Ciblées,target,5493214,Total,Total,Mali Plan Caseload Estimate,GHO 2020,Humanitarian response plan,474292180,1,474292180
2020,913,Mali 2020,Mali,MLI,0,Total,Atteintes Attendues,expectedReach,2600000,Total,Total,Mali Plan Caseload Estimate,GHO 2020,Humanitarian response plan,474292180,1,474292180
2020,919,Democratic Republic of the Congo 2020,"Congo, The Democratic Republic of the",COD,0,Total,Dans le besoin,inNeed,25623884,Total,Total,HPC 2020,,Humanitarian response plan,2069134820,1,2069134820
2020,919,Democratic Republic of the Congo 2020,"Congo, The Democratic Republic of the",COD,0,Total,Ciblées,target,9195598,Total,Total,HPC 2020,,Humanitarian response plan,2069134820,1,2069134820
2020,919,Democratic Republic of the Congo 2020,"Congo, The Democratic Republic of the",COD,0,Total,Atteintes Attendues,expectedReach,6600000,Total,Total,HPC 2020,,Humanitarian response plan,2069134820,1,2069134820
2020,920,Haiti 2020,Haiti,HTI,0,Total,In Need,inNeed,10900000,Total,Total,COVID-19,COVID-19,Humanitarian response plan,471993035,1,471993035
2020,920,Haiti 2020,Haiti,HTI,0,Total,Targeted,target,10900000,Total,Total,COVID-19,COVID-19,Humanitarian response plan,471993035,1,471993035
2020,920,Haiti 2020,Haiti,HTI,0,Total,Expected Reach,expectedReach,1400000,Total,Total,HPC 2020,,Humanitarian response plan,471993035,1,471993035
2020,921,Zimbabwe 2020,Zimbabwe,ZWE,0,Total,In Need,inNeed,7481602,Total,Total,"",HRP COVID-19 Addendum,Humanitarian response plan,800770933,1,800770933
2020,921,Zimbabwe 2020,Zimbabwe,ZWE,0,Total,Targeted,target,5964165,Total,Total,"",HRP COVID-19 Addendum,Humanitarian response plan,800770933,1,800770933
2020,921,Zimbabwe 2020,Zimbabwe,ZWE,0,Total,Expected Reach,expectedReach,4e+06,Total,Total,Final caseload,HRP,Humanitarian response plan,800770933,1,800770933
2020,922,Burundi 2020,Burundi,BDI,0,Total,Dans le besoin,inNeed,1740000,Total,Total,Estimate,HRP révisé 2020,Humanitarian response plan,197893000,1,197893000
2020,922,Burundi 2020,Burundi,BDI,0,Total,Ciblées,target,887000,Total,Total,Estimate,HRP révisé 2020,Humanitarian response plan,197893000,1,197893000
2020,922,Burundi 2020,Burundi,BDI,0,Total,Atteintes Attendues,expectedReach,370000,Total,Total,Estimate,HRP révisé 2020,Humanitarian response plan,197893000,1,197893000
2020,923,Central African Republic 2020,Central African Republic,CAF,0,Total,Dans le besoin,inNeed,2600000,Total,Total,HPC 2020,,Humanitarian response plan,553622290,1,553622290
2020,923,Central African Republic 2020,Central African Republic,CAF,0,Total,Ciblées,target,1600000,Total,Total,HPC 2020,,Humanitarian response plan,553622290,1,553622290
2020,923,Central African Republic 2020,Central African Republic,CAF,0,Total,Atteintes Attendues,expectedReach,1400000,Total,Total,HPC 2020,,Humanitarian response plan,553622290,1,553622290
2020,924,Syria Humanitarian Response Plan 2020,Syrian Arab Republic,SYR,0,Total,In Need,inNeed,11100000,Total,Total,HPC 2020,,Humanitarian response plan,3817532832,1,3817532832
2020,924,Syria Humanitarian Response Plan 2020,Syrian Arab Republic,SYR,0,Total,Targeted,target,9800000,Total,Total,HPC 2020,,Humanitarian response plan,3817532832,1,3817532832
2020,924,Syria Humanitarian Response Plan 2020,Syrian Arab Republic,SYR,0,Total,Expected Reach,expectedReach,7400000,Total,Total,HPC 2020,,Humanitarian response plan,3817532832,1,3817532832
2020,925,Yemen 2020,Yemen,YEM,0,Total,In Need,inNeed,24300000,Total,Total,Overall plan caseload,HPC 2020,Humanitarian response plan,3382681703,1,3382681703
2020,925,Yemen 2020,Yemen,YEM,0,Total,Targeted,target,1.9e+07,Total,Total,Overall plan caseload,HPC 2020,Humanitarian response plan,3382681703,1,3382681703
2020,925,Yemen 2020,Yemen,YEM,0,Total,Expected Reach,expectedReach,10700000,Total,Total,Overall plan caseload,HPC 2020,Humanitarian response plan,3382681703,1,3382681703
2020,927,Cameroon 2020,Cameroon,CMR,0,Total,Dans le besoin,inNeed,6252268,Total,Total,Cameroon Plan Caseload,GHO 2020,Humanitarian response plan,390920124,1,390920124
2020,927,Cameroon 2020,Cameroon,CMR,0,Total,Ciblées,target,3392917,Total,Total,Cameroon Plan Caseload,GHO 2020,Humanitarian response plan,390920124,1,390920124
2020,927,Cameroon 2020,Cameroon,CMR,0,Total,Atteintes Attendues,expectedReach,2200000,Total,Total,Cameroon Plan Caseload,GHO 2020,Humanitarian response plan,390920124,1,390920124
2020,928,Venezuela 2020,"Venezuela, Bolivarian Republic of",VEN,0,Total,In Need,inNeed,7e+06,Total,Total,Estimate,GHO 2020,Humanitarian response plan,762509363,1,762509363
2020,928,Venezuela 2020,"Venezuela, Bolivarian Republic of",VEN,0,Total,Targeted,target,4536254,Total,Total,Estimate,GHO 2020,Humanitarian response plan,762509363,1,762509363
2020,928,Venezuela 2020,"Venezuela, Bolivarian Republic of",VEN,0,Total,Expected Reach,expectedReach,4e+06,Total,Total,Estimate,GHO 2020,Humanitarian response plan,762509363,1,762509363
2020,929,Afghanistan 2020,Afghanistan,AFG,0,Total,In Need,inNeed,1.4e+07,Total,Total,National Total Caseloads,HRP,Humanitarian response plan,1131050820,1,1131050820
2020,929,Afghanistan 2020,Afghanistan,AFG,0,Total,Targeted,target,11054331,Total,Total,National Total Caseloads,HRP,Humanitarian response plan,1131050820,1,1131050820
2020,929,Afghanistan 2020,Afghanistan,AFG,0,Total,Expected Reach,expectedReach,1e+07,Total,Total,Non-COVID Caseload,,Humanitarian response plan,1131050820,1,1131050820
2020,930,Burkina Faso 2020,Burkina Faso,BFA,0,Total,Dans le besoin,inNeed,2928111,Total,Total,Estimate,Source HRP Revisé,Humanitarian response plan,424357861,1,424357861
2020,930,Burkina Faso 2020,Burkina Faso,BFA,0,Total,Ciblées,target,2104401,Total,Total,Estimate,Source HRP Revisé,Humanitarian response plan,424357861,1,424357861
2020,930,Burkina Faso 2020,Burkina Faso,BFA,0,Total,Atteintes Attendues,expectedReach,2300000,Total,Total,Estimate,Source HRP Revisé,Humanitarian response plan,424357861,1,424357861
2020,931,Libya 2020,Libya,LBY,0,Total,In Need,inNeed,1e+06,Total,Total,Caseload disaggregated by type of population,HRP 2020,Humanitarian response plan,129846005,1,129846005
2020,931,Libya 2020,Libya,LBY,0,Total,Targeted,target,345331,Total,Total,Caseload disaggregated by type of population,HRP 2020,Humanitarian response plan,129846005,1,129846005
2020,931,Libya 2020,Libya,LBY,0,Total,Expected Reach,expectedReach,390000,Total,Total,Caseload disaggregated by type of population,HRP 2020,Humanitarian response plan,129846005,1,129846005
2020,934,Myanmar 2020,Myanmar,MMR,0,Total,In Need,inNeed,986000,Total,Total,"",,Humanitarian response plan,275300000,1,275300000
2020,934,Myanmar 2020,Myanmar,MMR,0,Total,Targeted,target,848000,Total,Total,"",,Humanitarian response plan,275300000,1,275300000
2020,934,Myanmar 2020,Myanmar,MMR,0,Total,Expected Reach,expectedReach,704000,Total,Total,"",,Humanitarian response plan,275300000,1,275300000
2020,935,DPR Korea Needs and Priorities 2020,"Korea, Democratic People's Republic of",PRK,0,Total,In Need,inNeed,10400000,Total,Total,Overall Caseload,GHO,Other,1.07e+08,1,1.07e+08
2020,935,DPR Korea Needs and Priorities 2020,"Korea, Democratic People's Republic of",PRK,0,Total,Targeted,target,5500000,Total,Total,Overall Caseload,GHO,Other,1.07e+08,1,1.07e+08
2020,936,Ethiopia 2020,Ethiopia,ETH,0,Total,In Need,inNeed,19187694,Total,Total,Estimate,GHO 2020,Humanitarian response plan,1250804122,1,1250804122
2020,936,Ethiopia 2020,Ethiopia,ETH,0,Total,Targeted,target,15139062,Total,Total,Estimate,GHO 2020,Humanitarian response plan,1250804122,1,1250804122
2020,936,Ethiopia 2020,Ethiopia,ETH,0,Total,Expected Reach,expectedReach,1.3e+07,Total,Total,Estimate,GHO 2020,Humanitarian response plan,1250804122,1,1250804122
2020,939,Djibouti Flash Appeal 2019 - 2020,Djibouti,DJI,0,Total,In Need,inNeed,150000,Total,Total,Overall caseload,Flash Appeal document,Flash appeal,14251896,1,14251896
2020,939,Djibouti Flash Appeal 2019 - 2020,Djibouti,DJI,0,Total,Targeted,target,150000,Total,Total,Overall caseload,Flash Appeal document,Flash appeal,14251896,1,14251896
2020,943,Syria Refugee Response and Resilience Plan (3RP) 2020,Jordan; Iraq; Lebanon; Turkey; Egypt,JOR; IRQ; LBN; TUR; EGY,0,Total,In Need,inNeed,9543006,Total,Total,GHO Estimate,,Regional response plan,5995975760,1,5995975760
2020,943,Syria Refugee Response and Resilience Plan (3RP) 2020,Jordan; Iraq; Lebanon; Turkey; Egypt,JOR; IRQ; LBN; TUR; EGY,0,Total,Targeted,target,9543006,Total,Total,GHO Estimate,,Regional response plan,5995975760,1,5995975760
2020,944,Refugee and Migrant Response Plan 2020 for Refugees and Migrants from Venezuela (RMRP,"Brazil; Colombia; Ecuador; Peru; Mexico; Chile; Dominican Republic; Trinidad and Tobago; Panama; Costa Rica; Paraguay; Aruba; Curaçao; Guyana; Argentina; Uruguay; Bolivia, Plurinational State of",BRA; COL; ECU; PER; MEX; CHL; DOM; TTO; PAN; CRI; PRY; ABW; CUW; GUY; ARG; URY; BOL,0,Total,In Need,inNeed,6094678,Total,Total,GHO Estimate,,Regional response plan,1407580167,1,1407580167
2020,944,Refugee and Migrant Response Plan 2020 for Refugees and Migrants from Venezuela (RMRP,"Brazil; Colombia; Ecuador; Peru; Mexico; Chile; Dominican Republic; Trinidad and Tobago; Panama; Costa Rica; Paraguay; Aruba; Curaçao; Guyana; Argentina; Uruguay; Bolivia, Plurinational State of",BRA; COL; ECU; PER; MEX; CHL; DOM; TTO; PAN; CRI; PRY; ABW; CUW; GUY; ARG; URY; BOL,0,Total,Targeted,target,4089265,Total,Total,GHO Estimate,,Regional response plan,1407580167,1,1407580167
2020,945,Burundi Regional Refugee Response Plan 2020,"Tanzania, United Republic of; Rwanda; Uganda",TZA; RWA; UGA,0,Total,In Need,inNeed,2760313,Total,Total,"GHO Estimate - portion covering Rwanda, Tanzania and Uganda",,Regional response plan,267587482,1,267587482
2020,945,Burundi Regional Refugee Response Plan 2020,"Tanzania, United Republic of; Rwanda; Uganda",TZA; RWA; UGA,0,Total,Targeted,target,2760313,Total,Total,"GHO Estimate - portion covering Rwanda, Tanzania and Uganda",,Regional response plan,267587482,1,267587482
2020,946,Democratic Republic of Congo Regional Refugee Response Plan 2020,"Angola; Congo; Rwanda; Tanzania, United Republic of; Uganda; Zambia",AGO; COG; RWA; TZA; UGA; ZMB,0,Total,In Need,inNeed,2163502,Total,Total,"GHO Estimate - portion covering Angola, Republic of Congo, Rwanda, Tanzania, Uganda",,Regional response plan,587387937,1,587387937
2020,946,Democratic Republic of Congo Regional Refugee Response Plan 2020,"Angola; Congo; Rwanda; Tanzania, United Republic of; Uganda; Zambia",AGO; COG; RWA; TZA; UGA; ZMB,0,Total,Targeted,target,2163502,Total,Total,"GHO Estimate - portion covering Angola, Republic of Congo, Rwanda, Tanzania, Uganda",,Regional response plan,587387937,1,587387937
2020,947,South Sudan Regional Refugee Response Plan 2020,Ethiopia; Kenya; Uganda,ETH; KEN; UGA,0,Total,In Need,inNeed,3784313,Total,Total,"GHO Estimate - portion covering Ethiopia, Kenya and Uganda",,Regional response plan,1022278736,1,1022278736
2020,947,South Sudan Regional Refugee Response Plan 2020,Ethiopia; Kenya; Uganda,ETH; KEN; UGA,0,Total,Targeted,target,3784313,Total,Total,"GHO Estimate - portion covering Ethiopia, Kenya and Uganda",,Regional response plan,1022278736,1,1022278736
2020,948,Lesotho Flash Appeal 2019-2020,Lesotho,LSO,0,Total,In Need,inNeed,508000,Total,Total,Caseload,Flash Appeal 2019-2020,Flash appeal,33745000,1,33745000
2020,948,Lesotho Flash Appeal 2019-2020,Lesotho,LSO,0,Total,Targeted,target,261000,Total,Total,Caseload,Flash Appeal 2019-2020,Flash appeal,33745000,1,33745000
2020,950,Colombia 2020,Colombia,COL,0,Total,Personas con Necesidades,inNeed,10400000,Total,Total,COVID-19 and Non COVID-19 caseloads,,Humanitarian response plan,209700000,1,209700000
2020,950,Colombia 2020,Colombia,COL,0,Total,Población Meta,target,1740000,Total,Total,COVID-19 and Non COVID-19 caseloads,,Humanitarian response plan,209700000,1,209700000
2020,950,Colombia 2020,Colombia,COL,0,Total,Personas Atendidas,expectedReach,1200000,Total,Total,"",,Humanitarian response plan,209700000,1,209700000
2020,986,Benin Intersectoral COVID Response Plan 2020,Benin,BEN,0,Total,In Need,inNeed,3e+06,Total,Total,Plan Caseload,,Other,17930000,1,17930000
2020,986,Benin Intersectoral COVID Response Plan 2020,Benin,BEN,0,Total,Targeted,target,1e+06,Total,Total,Plan Caseload,,Other,17930000,1,17930000
2020,987,Iran Intersectoral COVID Response Plan 2020,"Iran, Islamic Republic of",IRN,0,Total,In Need,inNeed,40100000,Total,Total,"",,Other,117284681,1,117284681
2020,987,Iran Intersectoral COVID Response Plan 2020,"Iran, Islamic Republic of",IRN,0,Total,Targeted,target,2.5e+07,Total,Total,"",,Other,117284681,1,117284681
2020,988,Lebanon Intersectoral COVID Response Plan 2020,Lebanon,LBN,0,Total,In Need,inNeed,6e+06,Total,Total,Plan Caseload,,Other,136500000,1,136500000
2020,989,Liberia Intersectoral COVID Response Plan 2020,Liberia,LBR,0,Total,In Need,inNeed,4440000,Total,Total,Plan Caseload,,Other,5.7e+07,1,5.7e+07
2020,989,Liberia Intersectoral COVID Response Plan 2020,Liberia,LBR,0,Total,Targeted,target,2500000,Total,Total,Plan Caseload,,Other,5.7e+07,1,5.7e+07
2020,990,Mozambique COVID-19 2020,Mozambique,MOZ,0,Total,In Need,inNeed,7800000,Total,Total,Plan Caseload,,Other,68105000,1,68105000
2020,990,Mozambique COVID-19 2020,Mozambique,MOZ,0,Total,Targeted,target,2900000,Total,Total,Plan Caseload,,Other,68105000,1,68105000
2020,991,Pakistan Intersectoral COVID Response Plan 2020,Pakistan,PAK,0,Total,In Need,inNeed,6710000,Total,Total,Plan Caseload,,Other,145788878,1,145788878
2020,991,Pakistan Intersectoral COVID Response Plan 2020,Pakistan,PAK,0,Total,Targeted,target,5660000,Total,Total,Plan Caseload,,Other,145788878,1,145788878
2020,992,Philippines Intersectoral COVID Response Plan 2020,Philippines,PHL,0,Total,In Need,inNeed,3.9e+07,Total,Total,Plan Caseload,,Other,121767344,1,121767344
2020,992,Philippines Intersectoral COVID Response Plan 2020,Philippines,PHL,0,Total,Targeted,target,5400000,Total,Total,Plan Caseload,,Other,121767344,1,121767344
2020,993,Sierra Leone Intersectoral COVID Response Plan 2020,Sierra Leone,SLE,0,Total,Targeted,target,1800000,Total,Total,Plan Caseload,,Other,62907725,1,62907725
2020,994,Togo Intersectoral COVID Response Plan 2020,Togo,TGO,0,Total,In Need,inNeed,3500000,Total,Total,Plan Caseload,,Other,19757534,1,19757534
2020,994,Togo Intersectoral COVID Response Plan 2020,Togo,TGO,0,Total,Targeted,target,1500000,Total,Total,Plan Caseload,,Other,19757534,1,19757534
2020,997,Cabo Delgado Province Mozambique Rapid Response Plan 2020,Mozambique,MOZ,0,Total,In Need,inNeed,712000,Total,Total,Plan Caseload,,Other,35454000,1,35454000
2020,997,Cabo Delgado Province Mozambique Rapid Response Plan 2020,Mozambique,MOZ,0,Total,Targeted,target,354000,Total,Total,Plan Caseload,,Other,35454000,1,35454000
2020,998,Bangladesh Intersectoral COVID-19 Response Plan 2020,Bangladesh,BGD,0,Total,In Need,inNeed,20180000,Total,Total,Plan Caseload,,Other,205934700,1,205934700
2020,998,Bangladesh Intersectoral COVID-19 Response Plan 2020,Bangladesh,BGD,0,Total,Targeted,target,7450000,Total,Total,Plan Caseload,,Other,205934700,1,205934700
2020,999,Ecuador Intersectoral COVID-19 Response Plan 2020,Ecuador,ECU,0,Total,In Need,inNeed,9e+06,Total,Total,Plan Caseload,,Other,46425000,1,46425000
2020,999,Ecuador Intersectoral COVID-19 Response Plan 2020,Ecuador,ECU,0,Total,Targeted,target,2400000,Total,Total,Plan Caseload,,Other,46425000,1,46425000
2021,1011,Somalia Humanitarian Response Plan 2021,Somalia,SOM,0,Total,In Need,inNeed,5932722,Total,Total,Plan Caseload,"REACH, FSNAU",Humanitarian response plan,1092121872,1.05187362237396,1038263389.03262
2021,1011,Somalia Humanitarian Response Plan 2021,Somalia,SOM,0,Total,Targeted,target,4030085,Total,Total,Plan Caseload,"REACH, FSNAU",Humanitarian response plan,1092121872,1.05187362237396,1038263389.03262
2021,1011,Somalia Humanitarian Response Plan 2021,Somalia,SOM,0,Total,Expected Reach,expectedReach,3e+06,Total,Total,Plan Caseload,"REACH, FSNAU",Humanitarian response plan,1092121872,1.05187362237396,1038263389.03262
2021,1012,occupied Palestinian territory 2021,occupied Palestinian territory,PSE,0,Total,In Need,inNeed,2400000,Total,Total,Plan Caseload Estimate,GHO Estimates,Humanitarian response plan,417567330,1.05187362237396,396974808.682433
2021,1012,occupied Palestinian territory 2021,occupied Palestinian territory,PSE,0,Total,Targeted,target,1800000,Total,Total,Plan Caseload Estimate,GHO Estimates,Humanitarian response plan,417567330,1.05187362237396,396974808.682433
2021,1012,occupied Palestinian territory 2021,occupied Palestinian territory,PSE,0,Total,Expected Reach,expectedReach,1154907,Total,Total,Plan Caseload Estimate,GHO Estimates,Humanitarian response plan,417567330,1.05187362237396,396974808.682433
2021,1013,South Sudan Humanitarian Response Plan 2021,South Sudan,SSD,0,Total,In Need,inNeed,8310533,Total,Total,Plan Caseload Final,Final,Humanitarian response plan,1677772788,1.05187362237396,1595032665.81917
2021,1013,South Sudan Humanitarian Response Plan 2021,South Sudan,SSD,0,Total,Targeted,target,6645700,Total,Total,Plan Caseload Final,Final,Humanitarian response plan,1677772788,1.05187362237396,1595032665.81917
2021,1013,South Sudan Humanitarian Response Plan 2021,South Sudan,SSD,0,Total,Expected Reach,expectedReach,5700000,Total,Total,Plan Caseload Final,Final,Humanitarian response plan,1677772788,1.05187362237396,1595032665.81917
2021,1014,Sudan Humanitarian Response Plan 2021,Sudan,SDN,0,Total,In Need,inNeed,13446500.53,Total,Total,Final Plan Caseload,HRP,Humanitarian response plan,1939814880,1.05187362237396,1844152033.79857
2021,1014,Sudan Humanitarian Response Plan 2021,Sudan,SDN,0,Total,Targeted,target,8900000,Total,Total,Final Plan Caseload,HRP,Humanitarian response plan,1939814880,1.05187362237396,1844152033.79857
2021,1014,Sudan Humanitarian Response Plan 2021,Sudan,SDN,0,Total,Expected Reach,expectedReach,7400000,Total,Total,Final Plan Caseload,HRP,Humanitarian response plan,1939814880,1.05187362237396,1844152033.79857
2021,1015,Ukraine Humanitarian Response Plan 2021,Ukraine,UKR,0,Total,In Need,inNeed,3400000,Total,Total,Plan final Caseload,HRP final,Humanitarian response plan,167982922,1.05187362237396,159698768.394707
2021,1015,Ukraine Humanitarian Response Plan 2021,Ukraine,UKR,0,Total,Targeted,target,1900000,Total,Total,Plan final Caseload,HRP final,Humanitarian response plan,167982922,1.05187362237396,159698768.394707
2021,1015,Ukraine Humanitarian Response Plan 2021,Ukraine,UKR,0,Total,Expected Reach,expectedReach,1400000,Total,Total,Plan final Caseload,HRP final,Humanitarian response plan,167982922,1.05187362237396,159698768.394707
2021,1016,Colombia Humanitarian Response Plan 2021,Colombia,COL,0,Total,Personas con Necesidades,inNeed,6731041,Total,Total,Plan Caseload,HRP,Humanitarian response plan,174010305,1.05187362237396,165428908.282041
2021,1016,Colombia Humanitarian Response Plan 2021,Colombia,COL,0,Total,Población Meta,target,1446954,Total,Total,Plan Caseload,HRP,Humanitarian response plan,174010305,1.05187362237396,165428908.282041
2021,1016,Colombia Humanitarian Response Plan 2021,Colombia,COL,0,Total,Alcance esperado,expectedReach,1100000,Total,Total,Plan Caseload,HRP,Humanitarian response plan,174010305,1.05187362237396,165428908.282041
2021,1017,Burundi Regional Refugee Response Plan 2021,"Uganda; Tanzania, United Republic of; Rwanda",UGA; TZA; RWA,0,Total,In Need,inNeed,490500,Total,Total,Final caseload,"",Regional response plan,190668679,1.05187362237396,181265767.050687
2021,1017,Burundi Regional Refugee Response Plan 2021,"Uganda; Tanzania, United Republic of; Rwanda",UGA; TZA; RWA,0,Total,Targeted,target,490500,Total,Total,Final caseload,"",Regional response plan,190668679,1.05187362237396,181265767.050687
2021,1018,Democratic Republic of Congo Regional Refugee Response Plan 2021,"Angola; Congo; Rwanda; Tanzania, United Republic of; Uganda; Zambia; Burundi",AGO; COG; RWA; TZA; UGA; ZMB; BDI,0,Total,In Need,inNeed,1836385,Total,Total,Final caseload,"",Regional response plan,534319123,1.05187362237396,507968934.323215
2021,1018,Democratic Republic of Congo Regional Refugee Response Plan 2021,"Angola; Congo; Rwanda; Tanzania, United Republic of; Uganda; Zambia; Burundi",AGO; COG; RWA; TZA; UGA; ZMB; BDI,0,Total,Targeted,target,1836385,Total,Total,Final caseload,"",Regional response plan,534319123,1.05187362237396,507968934.323215
2021,1019,South Sudan Regional Refugee Response Plan 2021,Ethiopia; Kenya; Uganda,ETH; KEN; UGA,0,Total,In Need,inNeed,3052000,Total,Total,Final caseload,"",Regional response plan,866908168,1.05187362237396,824156200.479186
2021,1019,South Sudan Regional Refugee Response Plan 2021,Ethiopia; Kenya; Uganda,ETH; KEN; UGA,0,Total,Targeted,target,3052000,Total,Total,Final caseload,"",Regional response plan,866908168,1.05187362237396,824156200.479186
2021,1020,Syria Refugee Response and Resilience Plan (3RP) 2021,Jordan; Iraq; Lebanon; Turkey; Egypt,JOR; IRQ; LBN; TUR; EGY,0,Total,In Need,inNeed,10316142,Total,Total,"",Final caseload,Regional response plan,5832737574,1.05187362237396,5545093488.35669
2021,1020,Syria Refugee Response and Resilience Plan (3RP) 2021,Jordan; Iraq; Lebanon; Turkey; Egypt,JOR; IRQ; LBN; TUR; EGY,0,Total,Targeted,target,10316142,Total,Total,"",Final caseload,Regional response plan,5832737574,1.05187362237396,5545093488.35669
2021,1021,Refugee and Migrant Response Plan for Venezuela 2021 (RMRP),"Peru; Uruguay; Guyana; Argentina; Curaçao; Aruba; Paraguay; Costa Rica; Bolivia, Plurinational State of; Panama; Trinidad and Tobago; Dominican Republic; Chile; Mexico; Colombia; Brazil; Ecuador",PER; URY; GUY; ARG; CUW; ABW; PRY; CRI; BOL; PAN; TTO; DOM; CHL; MEX; COL; BRA; ECU,0,Total,In Need,inNeed,7203586,Total,Total,Final caseload,"",Regional response plan,1439234410,1.05187362237396,1368257915.57717
2021,1021,Refugee and Migrant Response Plan for Venezuela 2021 (RMRP),"Peru; Uruguay; Guyana; Argentina; Curaçao; Aruba; Paraguay; Costa Rica; Bolivia, Plurinational State of; Panama; Trinidad and Tobago; Dominican Republic; Chile; Mexico; Colombia; Brazil; Ecuador",PER; URY; GUY; ARG; CUW; ABW; PRY; CRI; BOL; PAN; TTO; DOM; CHL; MEX; COL; BRA; ECU,0,Total,Targeted,target,3295457,Total,Total,Final caseload,"",Regional response plan,1439234410,1.05187362237396,1368257915.57717
2021,1023,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,Bangladesh,BGD,0,Total,In Need,inNeed,1356043,Total,Total,"",GHO Estimates,Regional response plan,943123350,1.05187362237396,896612796.384682
2021,1023,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,Bangladesh,BGD,0,Total,Targeted,target,1356043,Total,Total,"",GHO Estimates,Regional response plan,943123350,1.05187362237396,896612796.384682
2021,1024,Yemen Humanitarian Response Plan 2021,Yemen,YEM,0,Total,In Need,inNeed,20700000,Total,Total,Plan Caseload Final,Final caseload,Humanitarian response plan,3853456397,1.05187362237396,3663421455.80492
2021,1024,Yemen Humanitarian Response Plan 2021,Yemen,YEM,0,Total,Targeted,target,1.6e+07,Total,Total,Plan Caseload Final,Final caseload,Humanitarian response plan,3853456397,1.05187362237396,3663421455.80492
2021,1024,Yemen Humanitarian Response Plan 2021,Yemen,YEM,0,Total,Expected Reach,expectedReach,10900000,Total,Total,Plan Caseload Final,Final caseload,Humanitarian response plan,3853456397,1.05187362237396,3663421455.80492
2021,1025,République Centrafricaine Plan de Réponse Humanitaire 2021,Central African Republic,CAF,0,Total,Dans le besoin,inNeed,2800000,Total,Total,Plan Caseload Final HRP,HRP,Humanitarian response plan,444760000,1.05187362237396,422826459.889951
2021,1025,République Centrafricaine Plan de Réponse Humanitaire 2021,Central African Republic,CAF,0,Total,Ciblées,target,1840000,Total,Total,Plan Caseload Final HRP,HRP,Humanitarian response plan,444760000,1.05187362237396,422826459.889951
2021,1025,République Centrafricaine Plan de Réponse Humanitaire 2021,Central African Republic,CAF,0,Total,Atteintes Attendues,expectedReach,1700000,Total,Total,Plan Caseload Final HRP,HRP,Humanitarian response plan,444760000,1.05187362237396,422826459.889951
2021,1026,Democratic Republic of Congo Humanitarian Response Plan 2021,"Congo, The Democratic Republic of the",COD,0,Total,Dans le besoin,inNeed,19616782,Total,Total,Plan Caseload,PRH,Humanitarian response plan,1984303303,1.05187362237396,1886446490.14171
2021,1026,Democratic Republic of Congo Humanitarian Response Plan 2021,"Congo, The Democratic Republic of the",COD,0,Total,Ciblées,target,9611247,Total,Total,Plan Caseload,PRH,Humanitarian response plan,1984303303,1.05187362237396,1886446490.14171
2021,1026,Democratic Republic of Congo Humanitarian Response Plan 2021,"Congo, The Democratic Republic of the",COD,0,Total,Atteintes Attendues,expectedReach,7060000,Total,Total,Plan Caseload,PRH,Humanitarian response plan,1984303303,1.05187362237396,1886446490.14171
